permno,adate,qdate,public_date,bm,TICKER
10138,1985-12-31,1986-03-31,1986-06-30,0.110,
10138,1985-12-31,1986-03-31,1986-07-31,0.121,
10138,1985-12-31,1986-06-30,1986-08-31,0.137,TROW
10138,1985-12-31,1986-06-30,1986-09-30,0.137,TROW
10138,1985-12-31,1986-06-30,1986-10-31,0.137,TROW
10138,1985-12-31,1986-09-30,1986-11-30,0.187,TROW
10138,1985-12-31,1986-09-30,1986-12-31,0.187,TROW
10138,1985-12-31,1986-09-30,1987-01-31,0.187,TROW
10138,1986-12-31,1986-12-31,1987-02-28,0.192,TROW
10138,1986-12-31,1986-12-31,1987-03-31,0.192,TROW
10138,1986-12-31,1986-12-31,1987-04-30,0.192,TROW
10138,1986-12-31,1987-03-31,1987-05-31,0.142,TROW
10138,1986-12-31,1987-03-31,1987-06-30,0.142,TROW
10138,1986-12-31,1987-03-31,1987-07-31,0.142,TROW
10138,1986-12-31,1987-06-30,1987-08-31,0.178,TROW
10138,1986-12-31,1987-06-30,1987-09-30,0.178,TROW
10138,1986-12-31,1987-06-30,1987-10-31,0.178,TROW
10138,1986-12-31,1987-09-30,1987-11-30,0.232,TROW
10138,1986-12-31,1987-09-30,1987-12-31,0.232,TROW
10138,1986-12-31,1987-09-30,1988-01-31,0.232,TROW
10138,1987-12-31,1987-12-31,1988-02-29,0.412,TROW
10138,1987-12-31,1987-12-31,1988-03-31,0.412,TROW
10138,1987-12-31,1987-12-31,1988-04-30,0.412,TROW
10138,1987-12-31,1988-03-31,1988-05-31,0.313,TROW
10138,1987-12-31,1988-03-31,1988-06-30,0.313,TROW
10138,1987-12-31,1988-03-31,1988-07-31,0.313,TROW
10138,1987-12-31,1988-06-30,1988-08-31,0.289,TROW
10138,1987-12-31,1988-06-30,1988-09-30,0.289,TROW
10138,1987-12-31,1988-06-30,1988-10-31,0.289,TROW
10138,1987-12-31,1988-09-30,1988-11-30,0.283,TROW
10138,1987-12-31,1988-09-30,1988-12-31,0.283,TROW
10138,1987-12-31,1988-09-30,1989-01-31,0.283,TROW
10138,1988-12-31,1988-12-31,1989-02-28,0.325,TROW
10138,1988-12-31,1988-12-31,1989-03-31,0.325,TROW
10138,1988-12-31,1988-12-31,1989-04-30,0.325,TROW
10138,1988-12-31,1989-03-31,1989-05-31,0.295,TROW
10138,1988-12-31,1989-03-31,1989-06-30,0.295,TROW
10138,1988-12-31,1989-03-31,1989-07-31,0.295,TROW
10138,1988-12-31,1989-06-30,1989-08-31,0.275,TROW
10138,1988-12-31,1989-06-30,1989-09-30,0.275,TROW
10138,1988-12-31,1989-06-30,1989-10-31,0.275,TROW
10138,1988-12-31,1989-09-30,1989-11-30,0.255,TROW
10138,1988-12-31,1989-09-30,1989-12-31,0.255,TROW
10138,1988-12-31,1989-09-30,1990-01-31,0.255,TROW
10138,1989-12-31,1989-12-31,1990-02-28,0.241,TROW
10138,1989-12-31,1989-12-31,1990-03-31,0.241,TROW
10138,1989-12-31,1989-12-31,1990-04-30,0.241,TROW
10138,1989-12-31,1990-03-31,1990-05-31,0.246,TROW
10138,1989-12-31,1990-03-31,1990-06-30,0.246,TROW
10138,1989-12-31,1990-03-31,1990-07-31,0.246,TROW
10138,1989-12-31,1990-06-30,1990-08-31,0.273,TROW
10138,1989-12-31,1990-06-30,1990-09-30,0.273,TROW
10138,1989-12-31,1990-06-30,1990-10-31,0.273,TROW
10138,1989-12-31,1990-09-30,1990-11-30,0.376,TROW
10138,1989-12-31,1990-09-30,1990-12-31,0.376,TROW
10138,1989-12-31,1990-09-30,1991-01-31,0.376,TROW
10138,1990-12-31,1990-12-31,1991-02-28,0.325,TROW
10138,1990-12-31,1990-12-31,1991-03-31,0.325,TROW
10138,1990-12-31,1990-12-31,1991-04-30,0.325,TROW
10138,1990-12-31,1991-03-31,1991-05-31,0.280,TROW
10138,1990-12-31,1991-03-31,1991-06-30,0.280,TROW
10138,1990-12-31,1991-03-31,1991-07-31,0.280,TROW
10138,1990-12-31,1991-06-30,1991-08-31,0.303,TROW
10138,1990-12-31,1991-06-30,1991-09-30,0.303,TROW
10138,1990-12-31,1991-06-30,1991-10-31,0.303,TROW
10138,1990-12-31,1991-09-30,1991-11-30,0.258,TROW
10138,1990-12-31,1991-09-30,1991-12-31,0.258,TROW
10138,1990-12-31,1991-09-30,1992-01-31,0.258,TROW
10138,1991-12-31,1991-12-31,1992-02-29,0.204,TROW
10138,1991-12-31,1991-12-31,1992-03-31,0.204,TROW
10138,1991-12-31,1991-12-31,1992-04-30,0.204,TROW
10138,1991-12-31,1992-03-31,1992-05-31,0.257,TROW
10138,1991-12-31,1992-03-31,1992-06-30,0.257,TROW
10138,1991-12-31,1992-03-31,1992-07-31,0.257,TROW
10138,1991-12-31,1992-06-30,1992-08-31,0.261,TROW
10138,1991-12-31,1992-06-30,1992-09-30,0.261,TROW
10138,1991-12-31,1992-06-30,1992-10-31,0.261,TROW
10138,1991-12-31,1992-09-30,1992-11-30,0.278,TROW
10138,1991-12-31,1992-09-30,1992-12-31,0.278,TROW
10138,1991-12-31,1992-09-30,1993-01-31,0.278,TROW
10138,1992-12-31,1992-12-31,1993-02-28,0.235,TROW
10138,1992-12-31,1992-12-31,1993-03-31,0.235,TROW
10138,1992-12-31,1992-12-31,1993-04-30,0.235,TROW
10138,1992-12-31,1993-03-31,1993-05-31,0.253,TROW
10138,1992-12-31,1993-03-31,1993-06-30,0.253,TROW
10138,1992-12-31,1993-03-31,1993-07-31,0.253,TROW
10138,1992-12-31,1993-06-30,1993-08-31,0.256,TROW
10138,1992-12-31,1993-06-30,1993-09-30,0.256,TROW
10138,1992-12-31,1993-06-30,1993-10-31,0.256,TROW
10138,1992-12-31,1993-09-30,1993-11-30,0.202,TROW
10138,1992-12-31,1993-09-30,1993-12-31,0.202,TROW
10138,1992-12-31,1993-09-30,1994-01-31,0.202,TROW
10138,1993-12-31,1993-12-31,1994-02-28,0.232,TROW
10138,1993-12-31,1993-12-31,1994-03-31,0.232,TROW
10138,1993-12-31,1993-12-31,1994-04-30,0.232,TROW
10138,1993-12-31,1994-03-31,1994-05-31,0.247,TROW
10138,1993-12-31,1994-03-31,1994-06-30,0.247,TROW
10138,1993-12-31,1994-03-31,1994-07-31,0.247,TROW
10138,1993-12-31,1994-06-30,1994-08-31,0.266,TROW
10138,1993-12-31,1994-06-30,1994-09-30,0.266,TROW
10138,1993-12-31,1994-06-30,1994-10-31,0.266,TROW
10138,1993-12-31,1994-09-30,1994-11-30,0.223,TROW
10138,1993-12-31,1994-09-30,1994-12-31,0.223,TROW
10138,1993-12-31,1994-09-30,1995-01-31,0.223,TROW
10138,1994-12-31,1994-12-31,1995-02-28,0.252,TROW
10138,1994-12-31,1994-12-31,1995-03-31,0.252,TROW
10138,1994-12-31,1994-12-31,1995-04-30,0.252,TROW
10138,1994-12-31,1995-03-31,1995-05-31,0.215,TROW
10138,1994-12-31,1995-03-31,1995-06-30,0.215,TROW
10138,1994-12-31,1995-03-31,1995-07-31,0.215,TROW
10138,1994-12-31,1995-06-30,1995-08-31,0.219,TROW
10138,1994-12-31,1995-06-30,1995-09-30,0.219,TROW
10138,1994-12-31,1995-06-30,1995-10-31,0.219,TROW
10138,1994-12-31,1995-09-30,1995-11-30,0.179,TROW
10138,1994-12-31,1995-09-30,1995-12-31,0.179,TROW
10138,1994-12-31,1995-09-30,1996-01-31,0.179,TROW
10138,1995-12-31,1995-12-31,1996-02-29,0.194,TROW
10138,1995-12-31,1995-12-31,1996-03-31,0.194,TROW
10138,1995-12-31,1995-12-31,1996-04-30,0.194,TROW
10138,1995-12-31,1996-03-31,1996-05-31,0.187,TROW
10138,1995-12-31,1996-03-31,1996-06-30,0.187,TROW
10138,1995-12-31,1996-03-31,1996-07-31,0.187,TROW
10138,1995-12-31,1996-06-30,1996-08-31,0.170,TROW
10138,1995-12-31,1996-06-30,1996-09-30,0.170,TROW
10138,1995-12-31,1996-06-30,1996-10-31,0.170,TROW
10138,1995-12-31,1996-09-30,1996-11-30,0.173,TROW
10138,1995-12-31,1996-09-30,1996-12-31,0.173,TROW
10138,1995-12-31,1996-09-30,1997-01-31,0.173,TROW
10138,1996-12-31,1996-12-31,1997-02-28,0.142,TROW
10138,1996-12-31,1996-12-31,1997-03-31,0.142,TROW
10138,1996-12-31,1996-12-31,1997-04-30,0.142,TROW
10138,1996-12-31,1997-03-31,1997-05-31,0.169,TROW
10138,1996-12-31,1997-03-31,1997-06-30,0.169,TROW
10138,1996-12-31,1997-03-31,1997-07-31,0.169,TROW
10138,1996-12-31,1997-06-30,1997-08-31,0.134,TROW
10138,1996-12-31,1997-06-30,1997-09-30,0.134,TROW
10138,1996-12-31,1997-06-30,1997-10-31,0.134,TROW
10138,1996-12-31,1997-09-30,1997-11-30,0.114,TROW
10138,1996-12-31,1997-09-30,1997-12-31,0.114,TROW
10138,1996-12-31,1997-09-30,1998-01-31,0.114,TROW
10138,1997-12-31,1997-12-31,1998-02-28,0.134,TROW
10138,1997-12-31,1997-12-31,1998-03-31,0.134,TROW
10138,1997-12-31,1997-12-31,1998-04-30,0.134,TROW
10138,1997-12-31,1998-03-31,1998-05-31,0.128,TROW
10138,1997-12-31,1998-03-31,1998-06-30,0.128,TROW
10138,1997-12-31,1998-03-31,1998-07-31,0.128,TROW
10138,1997-12-31,1998-06-30,1998-08-31,0.128,TROW
10138,1997-12-31,1998-06-30,1998-09-30,0.128,TROW
10138,1997-12-31,1998-06-30,1998-10-31,0.128,TROW
10138,1997-12-31,1998-09-30,1998-11-30,0.161,TROW
10138,1997-12-31,1998-09-30,1998-12-31,0.161,TROW
10138,1997-12-31,1998-09-30,1999-01-31,0.161,TROW
10138,1998-12-31,1998-12-31,1999-02-28,0.152,TROW
10138,1998-12-31,1998-12-31,1999-03-31,0.152,TROW
10138,1998-12-31,1998-12-31,1999-04-30,0.152,TROW
10138,1998-12-31,1999-03-31,1999-05-31,0.160,TROW
10138,1998-12-31,1999-03-31,1999-06-30,0.160,TROW
10138,1998-12-31,1999-03-31,1999-07-31,0.160,TROW
10138,1998-12-31,1999-06-30,1999-08-31,0.153,TROW
10138,1998-12-31,1999-06-30,1999-09-30,0.153,TROW
10138,1998-12-31,1999-06-30,1999-10-31,0.153,TROW
10138,1998-12-31,1999-09-30,1999-11-30,0.214,TROW
10138,1998-12-31,1999-09-30,1999-12-31,0.214,TROW
10138,1998-12-31,1999-09-30,2000-01-31,0.214,TROW
10138,1999-12-31,1999-12-31,2000-02-29,0.178,TROW
10138,1999-12-31,1999-12-31,2000-03-31,0.178,TROW
10138,1999-12-31,1999-12-31,2000-04-30,0.178,TROW
10138,1999-12-31,2000-03-31,2000-05-31,0.177,TROW
10138,1999-12-31,2000-03-31,2000-06-30,0.177,TROW
10138,1999-12-31,2000-03-31,2000-07-31,0.177,TROW
10138,1999-12-31,2000-06-30,2000-08-31,0.174,TROW
10138,1999-12-31,2000-06-30,2000-09-30,0.174,TROW
10138,1999-12-31,2000-06-30,2000-10-31,0.174,TROW
10138,1999-12-31,2000-09-30,2000-11-30,0.168,TROW
10138,1999-12-31,2000-09-30,2000-12-31,0.168,TROW
10138,1999-12-31,2000-09-30,2001-01-31,0.168,TROW
10138,2000-12-31,2000-12-31,2001-02-28,0.194,TROW
10138,2000-12-31,2000-12-31,2001-03-31,0.194,TROW
10138,2000-12-31,2000-12-31,2001-04-30,0.194,TROW
10138,2000-12-31,2001-03-31,2001-05-31,0.261,TROW
10138,2000-12-31,2001-03-31,2001-06-30,0.261,TROW
10138,2000-12-31,2001-03-31,2001-07-31,0.261,TROW
10138,2000-12-31,2001-06-30,2001-08-31,0.226,TROW
10138,2000-12-31,2001-06-30,2001-09-30,0.226,TROW
10138,2000-12-31,2001-06-30,2001-10-31,0.226,TROW
10138,2000-12-31,2001-09-30,2001-11-30,0.295,TROW
10138,2000-12-31,2001-09-30,2001-12-31,0.295,TROW
10138,2000-12-31,2001-09-30,2002-01-31,0.295,TROW
10138,2001-12-31,2001-12-31,2002-02-28,0.252,TROW
10138,2001-12-31,2001-12-31,2002-03-31,0.252,TROW
10138,2001-12-31,2001-12-31,2002-04-30,0.252,TROW
10138,2001-12-31,2002-03-31,2002-05-31,0.234,TROW
10138,2001-12-31,2002-03-31,2002-06-30,0.234,TROW
10138,2001-12-31,2002-03-31,2002-07-31,0.234,TROW
10138,2001-12-31,2002-06-30,2002-08-31,0.272,TROW
10138,2001-12-31,2002-06-30,2002-09-30,0.272,TROW
10138,2001-12-31,2002-06-30,2002-10-31,0.272,TROW
10138,2001-12-31,2002-09-30,2002-11-30,0.360,TROW
10138,2001-12-31,2002-09-30,2002-12-31,0.360,TROW
10138,2001-12-31,2002-09-30,2003-01-31,0.360,TROW
10138,2002-12-31,2002-12-31,2003-02-28,0.339,TROW
10138,2002-12-31,2002-12-31,2003-03-31,0.339,TROW
10138,2002-12-31,2002-12-31,2003-04-30,0.339,TROW
10138,2002-12-31,2003-03-31,2003-05-31,0.343,TROW
10138,2002-12-31,2003-03-31,2003-06-30,0.343,TROW
10138,2002-12-31,2003-03-31,2003-07-31,0.343,TROW
10138,2002-12-31,2003-06-30,2003-08-31,0.256,TROW
10138,2002-12-31,2003-06-30,2003-09-30,0.256,TROW
10138,2002-12-31,2003-06-30,2003-10-31,0.256,TROW
10138,2002-12-31,2003-09-30,2003-11-30,0.246,TROW
10138,2002-12-31,2003-09-30,2003-12-31,0.246,TROW
10138,2002-12-31,2003-09-30,2004-01-31,0.246,TROW
10138,2003-12-31,2003-12-31,2004-02-29,0.224,TROW
10138,2003-12-31,2003-12-31,2004-03-31,0.224,TROW
10138,2003-12-31,2003-12-31,2004-04-30,0.224,TROW
10138,2003-12-31,2004-03-31,2004-05-31,0.209,TROW
10138,2003-12-31,2004-03-31,2004-06-30,0.209,TROW
10138,2003-12-31,2004-03-31,2004-07-31,0.209,TROW
10138,2003-12-31,2004-06-30,2004-08-31,0.234,TROW
10138,2003-12-31,2004-06-30,2004-09-30,0.234,TROW
10138,2003-12-31,2004-06-30,2004-10-31,0.234,TROW
10138,2003-12-31,2004-09-30,2004-11-30,0.241,TROW
10138,2003-12-31,2004-09-30,2004-12-31,0.241,TROW
10138,2003-12-31,2004-09-30,2005-01-31,0.241,TROW
10138,2004-12-31,2004-12-31,2005-02-28,0.211,TROW
10138,2004-12-31,2004-12-31,2005-03-31,0.211,TROW
10138,2004-12-31,2004-12-31,2005-04-30,0.211,TROW
10138,2004-12-31,2005-03-31,2005-05-31,0.227,TROW
10138,2004-12-31,2005-03-31,2005-06-30,0.227,TROW
10138,2004-12-31,2005-03-31,2005-07-31,0.227,TROW
10138,2004-12-31,2005-06-30,2005-08-31,0.222,TROW
10138,2004-12-31,2005-06-30,2005-09-30,0.222,TROW
10138,2004-12-31,2005-06-30,2005-10-31,0.222,TROW
10138,2004-12-31,2005-09-30,2005-11-30,0.225,TROW
10138,2004-12-31,2005-09-30,2005-12-31,0.225,TROW
10138,2004-12-31,2005-09-30,2006-01-31,0.225,TROW
10138,2005-12-31,2005-12-31,2006-02-28,0.215,TROW
10138,2005-12-31,2005-12-31,2006-03-31,0.215,TROW
10138,2005-12-31,2005-12-31,2006-04-30,0.215,TROW
10138,2005-12-31,2006-03-31,2006-05-31,0.209,TROW
10138,2005-12-31,2006-03-31,2006-06-30,0.209,TROW
10138,2005-12-31,2006-03-31,2006-07-31,0.209,TROW
10138,2005-12-31,2006-06-30,2006-08-31,0.216,TROW
10138,2005-12-31,2006-06-30,2006-09-30,0.216,TROW
10138,2005-12-31,2006-06-30,2006-10-31,0.216,TROW
10138,2005-12-31,2006-09-30,2006-11-30,0.180,TROW
10138,2005-12-31,2006-09-30,2006-12-31,0.180,TROW
10138,2005-12-31,2006-09-30,2007-01-31,0.180,TROW
10138,2006-12-31,2006-12-31,2007-02-28,0.209,TROW
10138,2006-12-31,2006-12-31,2007-03-31,0.209,TROW
10138,2006-12-31,2006-12-31,2007-04-30,0.209,TROW
10138,2006-12-31,2007-03-31,2007-05-31,0.203,TROW
10138,2006-12-31,2007-03-31,2007-06-30,0.203,TROW
10138,2006-12-31,2007-03-31,2007-07-31,0.203,TROW
10138,2006-12-31,2007-06-30,2007-08-31,0.192,TROW
10138,2006-12-31,2007-06-30,2007-09-30,0.192,TROW
10138,2006-12-31,2007-06-30,2007-10-31,0.192,TROW
10138,2006-12-31,2007-09-30,2007-11-30,0.182,TROW
10138,2006-12-31,2007-09-30,2007-12-31,0.182,TROW
10138,2006-12-31,2007-09-30,2008-01-31,0.182,TROW
10138,2007-12-31,2007-12-31,2008-02-29,0.172,TROW
10138,2007-12-31,2007-12-31,2008-03-31,0.172,TROW
10138,2007-12-31,2007-12-31,2008-04-30,0.172,TROW
10138,2007-12-31,2008-03-31,2008-05-31,0.199,TROW
10138,2007-12-31,2008-03-31,2008-06-30,0.199,TROW
10138,2007-12-31,2008-03-31,2008-07-31,0.199,TROW
10138,2007-12-31,2008-06-30,2008-08-31,0.181,TROW
10138,2007-12-31,2008-06-30,2008-09-30,0.181,TROW
10138,2007-12-31,2008-06-30,2008-10-31,0.181,TROW
10138,2007-12-31,2008-09-30,2008-11-30,0.190,TROW
10138,2007-12-31,2008-09-30,2008-12-31,0.190,TROW
10138,2007-12-31,2008-09-30,2009-01-31,0.190,TROW
10138,2008-12-31,2008-12-31,2009-02-28,0.273,TROW
10138,2008-12-31,2008-12-31,2009-03-31,0.273,TROW
10138,2008-12-31,2008-12-31,2009-04-30,0.273,TROW
10138,2008-12-31,2009-03-31,2009-05-31,0.334,TROW
10138,2008-12-31,2009-03-31,2009-06-30,0.334,TROW
10138,2008-12-31,2009-03-31,2009-07-31,0.334,TROW
10138,2008-12-31,2009-06-30,2009-08-31,0.242,TROW
10138,2008-12-31,2009-06-30,2009-09-30,0.242,TROW
10138,2008-12-31,2009-06-30,2009-10-31,0.242,TROW
10138,2008-12-31,2009-09-30,2009-11-30,0.233,TROW
10138,2008-12-31,2009-09-30,2009-12-31,0.233,TROW
10138,2008-12-31,2009-09-30,2010-01-31,0.233,TROW
10138,2009-12-31,2009-12-31,2010-02-28,0.209,TROW
10138,2009-12-31,2009-12-31,2010-03-31,0.209,TROW
10138,2009-12-31,2009-12-31,2010-04-30,0.209,TROW
10138,2009-12-31,2010-03-31,2010-05-31,0.211,TROW
10138,2009-12-31,2010-03-31,2010-06-30,0.211,TROW
10138,2009-12-31,2010-03-31,2010-07-31,0.211,TROW
10138,2009-12-31,2010-06-30,2010-08-31,0.259,TROW
10138,2009-12-31,2010-06-30,2010-09-30,0.259,TROW
10138,2009-12-31,2010-06-30,2010-10-31,0.259,TROW
10138,2009-12-31,2010-09-30,2010-11-30,0.239,TROW
10138,2009-12-31,2010-09-30,2010-12-31,0.239,TROW
10138,2009-12-31,2010-09-30,2011-01-31,0.239,TROW
10138,2010-12-31,2010-12-31,2011-02-28,0.197,TROW
10138,2010-12-31,2010-12-31,2011-03-31,0.197,TROW
10138,2010-12-31,2010-12-31,2011-04-30,0.197,TROW
10138,2010-12-31,2011-03-31,2011-05-31,0.200,TROW
10138,2010-12-31,2011-03-31,2011-06-30,0.200,TROW
10138,2010-12-31,2011-03-31,2011-07-31,0.200,TROW
10138,2010-12-31,2011-06-30,2011-08-31,0.220,TROW
10138,2010-12-31,2011-06-30,2011-09-30,0.220,TROW
10138,2010-12-31,2011-06-30,2011-10-31,0.220,TROW
10138,2010-12-31,2011-09-30,2011-11-30,0.271,TROW
10138,2010-12-31,2011-09-30,2011-12-31,0.271,TROW
10138,2010-12-31,2011-09-30,2012-01-31,0.271,TROW
10138,2011-12-31,2011-12-31,2012-02-29,0.237,TROW
10138,2011-12-31,2011-12-31,2012-03-31,0.237,TROW
10138,2011-12-31,2011-12-31,2012-04-30,0.237,TROW
10138,2011-12-31,2012-03-31,2012-05-31,0.218,TROW
10138,2011-12-31,2012-03-31,2012-06-30,0.218,TROW
10138,2011-12-31,2012-03-31,2012-07-31,0.218,TROW
10138,2011-12-31,2012-06-30,2012-08-31,0.229,TROW
10138,2011-12-31,2012-06-30,2012-09-30,0.229,TROW
10138,2011-12-31,2012-06-30,2012-10-31,0.229,TROW
10138,2011-12-31,2012-09-30,2012-11-30,0.239,TROW
10138,2011-12-31,2012-09-30,2012-12-31,0.239,TROW
10138,2011-12-31,2012-09-30,2013-01-31,0.239,TROW
10138,2012-12-31,2012-12-31,2013-02-28,0.230,TROW
10138,2012-12-31,2012-12-31,2013-03-31,0.230,TROW
10138,2012-12-31,2012-12-31,2013-04-30,0.230,TROW
10138,2012-12-31,2013-03-31,2013-05-31,0.212,TROW
10138,2012-12-31,2013-03-31,2013-06-30,0.212,TROW
10138,2012-12-31,2013-03-31,2013-07-31,0.212,TROW
10138,2012-12-31,2013-06-30,2013-08-31,0.226,TROW
10138,2012-12-31,2013-06-30,2013-09-30,0.226,TROW
10138,2012-12-31,2013-06-30,2013-10-31,0.226,TROW
10138,2012-12-31,2013-09-30,2013-11-30,0.242,TROW
10138,2012-12-31,2013-09-30,2013-12-31,0.242,TROW
10138,2012-12-31,2013-09-30,2014-01-31,0.242,TROW
10138,2013-12-31,2013-12-31,2014-02-28,0.220,TROW
10138,2013-12-31,2013-12-31,2014-03-31,0.220,TROW
10138,2013-12-31,2013-12-31,2014-04-30,0.220,TROW
10138,2013-12-31,2014-03-31,2014-05-31,0.233,TROW
10138,2013-12-31,2014-03-31,2014-06-30,0.233,TROW
10138,2013-12-31,2014-03-31,2014-07-31,0.233,TROW
10138,2013-12-31,2014-06-30,2014-08-31,0.238,TROW
10138,2013-12-31,2014-06-30,2014-09-30,0.238,TROW
10138,2013-12-31,2014-06-30,2014-10-31,0.238,TROW
10138,2013-12-31,2014-09-30,2014-11-30,0.256,TROW
10138,2013-12-31,2014-09-30,2014-12-31,0.256,TROW
10138,2013-12-31,2014-09-30,2015-01-31,0.256,TROW
10138,2014-12-31,2014-12-31,2015-02-28,0.241,TROW
10138,2014-12-31,2014-12-31,2015-03-31,0.241,TROW
10138,2014-12-31,2014-12-31,2015-04-30,0.241,TROW
10138,2014-12-31,2015-03-31,2015-05-31,0.237,TROW
10138,2014-12-31,2015-03-31,2015-06-30,0.237,TROW
10138,2014-12-31,2015-03-31,2015-07-31,0.237,TROW
10138,2014-12-31,2015-06-30,2015-08-31,0.248,TROW
10138,2014-12-31,2015-06-30,2015-09-30,0.248,TROW
10138,2014-12-31,2015-06-30,2015-10-31,0.248,TROW
10138,2014-12-31,2015-09-30,2015-11-30,0.267,TROW
10138,2014-12-31,2015-09-30,2015-12-31,0.267,TROW
10138,2014-12-31,2015-09-30,2016-01-31,0.267,TROW
10138,2015-12-31,2015-12-31,2016-02-29,0.266,TROW
10138,2015-12-31,2015-12-31,2016-03-31,0.266,TROW
10138,2015-12-31,2015-12-31,2016-04-30,0.266,TROW
10138,2015-12-31,2016-03-31,2016-05-31,0.261,TROW
10138,2015-12-31,2016-03-31,2016-06-30,0.261,TROW
10138,2015-12-31,2016-03-31,2016-07-31,0.261,TROW
10138,2015-12-31,2016-06-30,2016-08-31,0.268,TROW
10138,2015-12-31,2016-06-30,2016-09-30,0.268,TROW
10138,2015-12-31,2016-06-30,2016-10-31,0.268,TROW
10138,2015-12-31,2016-09-30,2016-11-30,0.297,TROW
10138,2015-12-31,2016-09-30,2016-12-31,0.297,TROW
10138,2015-12-31,2016-09-30,2017-01-31,0.297,TROW
10138,2016-12-31,2016-12-31,2017-02-28,0.272,TROW
10138,2016-12-31,2016-12-31,2017-03-31,0.272,TROW
10138,2016-12-31,2016-12-31,2017-04-30,0.272,TROW
10138,2016-12-31,2017-03-31,2017-05-31,0.304,TROW
10138,2016-12-31,2017-03-31,2017-06-30,0.304,TROW
10138,2016-12-31,2017-03-31,2017-07-31,0.304,TROW
10138,2016-12-31,2017-06-30,2017-08-31,0.290,TROW
10138,2016-12-31,2017-06-30,2017-09-30,0.290,TROW
10138,2016-12-31,2017-06-30,2017-10-31,0.290,TROW
10138,2016-12-31,2017-09-30,2017-11-30,0.252,TROW
10138,2016-12-31,2017-09-30,2017-12-31,0.252,TROW
10138,2016-12-31,2017-09-30,2018-01-31,0.252,TROW
10138,2017-12-31,2017-12-31,2018-02-28,0.226,TROW
10138,2017-12-31,2017-12-31,2018-03-31,0.226,TROW
10138,2017-12-31,2017-12-31,2018-04-30,0.226,TROW
10138,2017-12-31,2018-03-31,2018-05-31,0.225,TROW
10138,2017-12-31,2018-03-31,2018-06-30,0.225,TROW
10138,2017-12-31,2018-03-31,2018-07-31,0.225,TROW
10138,2017-12-31,2018-06-30,2018-08-31,0.217,TROW
10138,2017-12-31,2018-06-30,2018-09-30,0.217,TROW
10138,2017-12-31,2018-06-30,2018-10-31,0.217,TROW
10138,2017-12-31,2018-09-30,2018-11-30,0.244,TROW
10138,2017-12-31,2018-09-30,2018-12-31,0.244,TROW
10138,2017-12-31,2018-09-30,2019-01-31,0.244,TROW
10138,2018-12-31,2018-12-31,2019-02-28,0.279,TROW
10138,2018-12-31,2018-12-31,2019-03-31,0.279,TROW
10138,2018-12-31,2018-12-31,2019-04-30,0.279,TROW
10138,2018-12-31,2019-03-31,2019-05-31,0.267,TROW
10138,2018-12-31,2019-03-31,2019-06-30,0.267,TROW
10138,2018-12-31,2019-03-31,2019-07-31,0.267,TROW
10138,2018-12-31,2019-06-30,2019-08-31,0.255,TROW
10138,2018-12-31,2019-06-30,2019-09-30,0.255,TROW
10138,2018-12-31,2019-06-30,2019-10-31,0.255,TROW
10138,2018-12-31,2019-09-30,2019-11-30,0.255,TROW
10138,2018-12-31,2019-09-30,2019-12-31,0.255,TROW
10138,2018-12-31,2019-09-30,2020-01-31,0.255,TROW
10138,2019-12-31,2019-12-31,2020-02-29,0.248,TROW
10138,2019-12-31,2019-12-31,2020-03-31,0.248,TROW
10138,2019-12-31,2019-12-31,2020-04-30,0.248,TROW
10138,2019-12-31,2020-03-31,2020-05-31,0.289,TROW
10138,2019-12-31,2020-03-31,2020-06-30,0.289,TROW
10138,2019-12-31,2020-03-31,2020-07-31,0.289,TROW
10138,2019-12-31,2020-06-30,2020-08-31,0.241,TROW
10138,2019-12-31,2020-06-30,2020-09-30,0.241,TROW
10138,2019-12-31,2020-06-30,2020-10-31,0.241,TROW
10138,2019-12-31,2020-09-30,2020-11-30,0.246,TROW
10138,2019-12-31,2020-09-30,2020-12-31,0.246,TROW
10138,2019-12-31,2020-09-30,2021-01-31,0.246,TROW
10138,2020-12-31,2020-12-31,2021-02-28,0.223,TROW
10138,2020-12-31,2020-12-31,2021-03-31,0.223,TROW
10138,2020-12-31,2020-12-31,2021-04-30,0.223,TROW
10138,2020-12-31,2021-03-31,2021-05-31,0.206,TROW
10138,2020-12-31,2021-03-31,2021-06-30,0.206,TROW
10138,2020-12-31,2021-03-31,2021-07-31,0.206,TROW
10138,2020-12-31,2021-06-30,2021-08-31,0.176,TROW
10138,2020-12-31,2021-06-30,2021-09-30,0.176,TROW
10138,2020-12-31,2021-06-30,2021-10-31,0.176,TROW
10138,2020-12-31,2021-09-30,2021-11-30,0.186,TROW
10138,2020-12-31,2021-09-30,2021-12-31,0.186,TROW
10138,2020-12-31,2021-09-30,2022-01-31,0.186,TROW
10138,2021-12-31,2021-12-31,2022-02-28,0.200,TROW
10138,2021-12-31,2021-12-31,2022-03-31,0.200,TROW
10138,2021-12-31,2021-12-31,2022-04-30,0.200,TROW
10138,2021-12-31,2022-03-31,2022-05-31,0.263,TROW
10138,2021-12-31,2022-03-31,2022-06-30,0.263,TROW
10138,2021-12-31,2022-03-31,2022-07-31,0.263,TROW
10138,2021-12-31,2022-06-30,2022-08-31,0.350,TROW
10138,2021-12-31,2022-06-30,2022-09-30,0.350,TROW
10138,2021-12-31,2022-06-30,2022-10-31,0.350,TROW
